Subject,Channel,Delta,Theta,Alpha,Beta,Gamma
sub-080,17,2.5551576674056727e-10,5.488625006759416e-11,9.028069046296192e-11,3.51007704119798e-11,6.131847306108523e-12
sub-080,18,2.5491174225499537e-10,5.3791005447664164e-11,9.332545666983675e-11,2.6145480790149578e-11,4.307484043714848e-12
sub-080,9,3.1602050009033755e-10,3.3235484263295955e-11,2.0498725740934007e-11,1.3015029754359193e-11,2.6610646646540097e-12
sub-080,2,2.4747955723962717e-10,2.6979626239694085e-11,8.85434590925197e-12,1.0234055269069368e-11,2.085873586613762e-12
sub-080,14,2.520388661247016e-10,4.0269623376060064e-11,5.3121052888621546e-11,1.6625371349361478e-11,2.9171997062329198e-12
sub-081,7,3.769923440698423e-10,4.021800119237913e-11,1.0686415696741048e-11,1.0909895827301724e-11,3.031297023777497e-12
sub-081,8,3.7859898137145007e-10,4.1371840112732766e-11,1.0802834712494134e-11,1.1252656108309551e-11,3.805683476173708e-12
sub-081,3,2.6473646358562804e-10,3.009353759614211e-11,8.993758047150034e-12,8.932736506790665e-12,1.7937578875602822e-12
sub-081,4,2.657019217621674e-10,2.950846856261943e-11,8.753925851864182e-12,8.963034731638653e-12,1.851379853201844e-12
sub-081,0,2.541107519927168e-10,2.7495882963757583e-11,8.300479973444899e-12,8.350423133026982e-12,1.6365815465525016e-12
sub-081,1,2.5522908924295286e-10,2.8131816934926376e-11,8.297206422762793e-12,8.39746285303334e-12,1.6361252108190982e-12
sub-081,12,2.575794094195437e-10,3.0036306845632e-11,1.064972957523569e-11,9.050818612418952e-12,1.7770144531899706e-12
sub-081,13,2.5965349204129865e-10,2.9233633772883226e-11,9.83658258408087e-12,9.023260472832251e-12,1.68897966726447e-12
sub-081,10,2.5947453642489406e-10,3.2132840895485776e-11,1.458205951931964e-11,1.0020993264078759e-11,2.01729891927326e-12
sub-081,11,2.59306006619656e-10,3.1796456596324946e-11,1.486550027870816e-11,9.98561403866912e-12,1.8195328621809184e-12
sub-081,5,2.687444597252358e-10,3.036475825264692e-11,9.438801588342085e-12,9.380493325982368e-12,2.081270896144551e-12
sub-081,6,2.695311344348258e-10,3.169101218870923e-11,9.533000704704516e-12,9.619186765891647e-12,2.237341722814326e-12
sub-081,15,2.5889776759545213e-10,3.010264029227738e-11,9.326515253739244e-12,9.39306678249186e-12,2.318028975408476e-12
sub-081,16,2.5853334288982477e-10,3.151360259330428e-11,9.45901784370732e-12,9.216366882653846e-12,2.116331035401437e-12
sub-081,17,2.599343348604456e-10,3.201976322660248e-11,1.1326422726558626e-11,9.646597094892163e-12,2.100873024085779e-12
sub-081,18,2.568830133364321e-10,3.1644647911714394e-11,1.1206120477587324e-11,9.198024786086935e-12,1.890296054327745e-12
sub-081,9,2.6264140778054937e-10,3.0175606948862496e-11,9.032686193971932e-12,8.826744074223273e-12,1.694475842788706e-12
sub-081,2,2.789218688704232e-10,2.9716928730890856e-11,9.075366732586499e-12,9.566316020293809e-12,1.8388914874586762e-12
sub-081,14,2.566594149747442e-10,2.847173783875308e-11,9.424419667563794e-12,8.867829788048715e-12,1.644180695662122e-12
sub-082,7,2.7342845280865985e-10,3.01538402299659e-11,1.259646325004657e-11,1.3692099084254638e-11,4.726902042875252e-12
sub-082,8,5.30553683412301e-10,4.4455590455113495e-11,1.7151518036112344e-11,2.048476922659852e-11,7.630167594268805e-12
sub-082,3,2.632828794361493e-10,2.833766238896485e-11,1.0107597116400744e-11,1.2021703276275328e-11,4.181236883716021e-12
sub-082,4,2.6283494805276435e-10,2.8712223040294382e-11,1.0833270444458144e-11,1.5496365843322506e-11,7.276148963148578e-12
sub-082,0,2.6069160842015264e-10,2.7157477473848747e-11,8.896660674943839e-12,1.0556833494118498e-11,3.5665045512627898e-12
sub-082,1,2.5893586682008285e-10,2.706410887604606e-11,8.972126348565844e-12,1.0594296382939832e-11,3.5049274200184952e-12
sub-082,12,2.652943729200109e-10,3.06572692976628e-11,1.624354420555248e-11,1.103869473813353e-11,2.77392607512666e-12
sub-082,13,2.6249228442543485e-10,2.931343017684106e-11,1.3027406972793448e-11,1.1311800665170092e-11,3.081706876831835e-12
sub-082,10,2.7017345760535376e-10,3.752301074920658e-11,2.7476371055952853e-11,1.3369445287848338e-11,3.776778105070852e-12
sub-082,11,2.7994031080457253e-10,4.25917308732895e-11,3.2753028696860007e-11,1.4010177883882179e-11,4.023976260971725e-12
sub-082,5,2.7241473918020675e-10,3.0460891688550197e-11,1.2528540838411289e-11,1.674002102410131e-11,1.0746719633368643e-11
sub-082,6,2.644649028098309e-10,3.046968952371988e-11,1.2626416511569574e-11,1.4118348794697315e-11,6.327955243993553e-12
sub-082,15,2.6471491506904816e-10,3.327564818661111e-11,1.579489984852456e-11,1.5865320980776487e-11,9.45031830505755e-12
sub-082,16,2.6334124759613086e-10,3.192967476651184e-11,1.34290994649896e-11,1.3286174429916328e-11,6.2331258483330854e-12
sub-082,17,2.7104813749078287e-10,4.3942494612695127e-11,3.603643214953239e-11,1.3629010140904378e-11,4.154889759194343e-12
sub-082,18,2.70826420758406e-10,4.2542558778571356e-11,2.9082911469813448e-11,1.3031143088291964e-11,3.902527456575804e-12
sub-082,9,2.712240492319191e-10,2.9906629867736085e-11,1.107161886515324e-11,1.1369990066212222e-11,3.2152586048962882e-12
sub-082,2,2.6288032003609496e-10,2.793019207898144e-11,8.777898283330102e-12,9.900612728149565e-12,2.6575990225904957e-12
sub-082,14,2.616391162147251e-10,2.773032593849709e-11,1.0915850497546663e-11,1.0268816258493418e-11,2.8809953526299263e-12
sub-083,7,3.6712511291208e-10,3.9817908190704175e-11,1.0631458520921548e-11,1.4407764269536296e-11,7.594409852175538e-12
sub-083,8,3.775027440033436e-10,3.9202317857966095e-11,1.0190394416940718e-11,1.1590973552911802e-11,4.878816076333304e-12
sub-083,3,2.620418060440804e-10,2.780597520931257e-11,8.427813542277655e-12,1.1368089781108462e-11,5.66365973831352e-12
sub-083,4,2.6866887191898286e-10,2.791606945634023e-11,8.203135395494798e-12,1.0225914446249242e-11,3.990098168233516e-12
sub-083,0,2.495783747001237e-10,2.5965982057178552e-11,7.571420792789679e-12,8.248675550617749e-12,2.312537054714755e-12
sub-083,1,2.503881798725912e-10,2.606075312830793e-11,7.530806597657083e-12,8.324948365550799e-12,2.304623808421456e-12
sub-083,12,2.5290472833293153e-10,2.6408301832768247e-11,8.000461447159054e-12,8.765384904858813e-12,2.3373793199750614e-12
sub-083,13,2.523082719027513e-10,2.6475721098079862e-11,8.152591116787928e-12,9.267619813313456e-12,2.8403616102226506e-12
sub-083,10,2.5546544117586247e-10,2.7048116752959733e-11,9.030000103892273e-12,9.923656079816244e-12,3.115657233615752e-12
sub-083,11,2.5480814443960357e-10,2.6918394839828032e-11,9.074215260292063e-12,1.0315543993736156e-11,3.482663073191292e-12
sub-083,5,2.6902655873177385e-10,2.8369603175570725e-11,9.266796271329446e-12,1.4346823819457399e-11,9.469587882076034e-12
sub-083,6,2.7690813436345086e-10,2.936847669801001e-11,9.24127635074245e-12,1.2961663506888859e-11,6.610672234633586e-12
sub-083,15,2.5746236005729836e-10,2.7544750456522368e-11,9.36537323581892e-12,1.3246803637482939e-11,7.122899025569387e-12
sub-083,16,4.436595587482416e-10,3.008389597661785e-11,9.885896860308952e-12,1.4980509431562675e-11,7.732590565861324e-12
sub-083,17,2.5894221441380267e-10,2.741297140688133e-11,9.155474330717272e-12,1.067536073315763e-11,3.4668824474118145e-12
sub-083,18,2.569922682922131e-10,2.7358982913847608e-11,9.554398186340375e-12,1.3078338130914126e-11,5.595391812782441e-12
sub-083,9,2.5829424521502165e-10,2.7276440896381817e-11,7.79588775207532e-12,8.322661109077582e-12,2.14339020724413e-12
sub-083,2,2.535402894777073e-10,2.606675388052676e-11,7.518162626318985e-12,7.862852975446392e-12,1.741138317845222e-12
sub-083,14,2.5187107062206106e-10,2.6336533871410824e-11,7.839789992904532e-12,8.433964607240848e-12,2.217902812332599e-12
sub-084,7,2.5917140097562017e-10,3.42804048999255e-11,9.856726506181536e-12,1.8871802614960862e-11,7.499850151344295e-12
sub-084,8,2.416900612606069e-10,3.0303100419610146e-11,9.064173297822126e-12,1.65247846301295e-11,7.220146221309814e-12
sub-084,3,2.091911112400948e-10,2.9106258470565914e-11,8.620135738019094e-12,1.2291943741321372e-11,4.038954718750143e-12
sub-084,4,2.1843113561652077e-10,2.937611549685298e-11,8.905970031441156e-12,1.4369433725383329e-11,7.178006075823007e-12
sub-084,0,1.9479663482237004e-10,2.6589822103836062e-11,7.835828996797932e-12,1.0033711205099504e-11,2.9786835192987053e-12
sub-084,1,1.924665019594828e-10,2.5920203599471852e-11,7.918471905263252e-12,9.989576344264798e-12,3.1160062875793997e-12
sub-084,12,2.0083820867327229e-10,2.847505084092024e-11,9.322660091326093e-12,1.0973274252060179e-11,2.9678345269267004e-12
sub-084,13,2.0136004637964367e-10,3.1359322110115955e-11,1.0834370215036436e-11,1.1162681036283943e-11,3.210428836697076e-12
sub-084,10,2.0513597611924882e-10,2.9561042578490616e-11,1.067668188586162e-11,1.2759891216517e-11,3.5421702063777533e-12
sub-084,11,2.137617882861978e-10,3.114407209541456e-11,1.2225414487096692e-11,1.2652529417316709e-11,3.72951457876781e-12
sub-084,5,2.5791509671555625e-10,4.4533257937814766e-11,1.0771750772284759e-11,1.666516697561517e-11,8.517403038017745e-12
sub-084,6,2.3343584905536573e-10,3.9926321930932966e-11,1.0159984808572982e-11,1.7827355628815412e-11,1.0271292316588072e-11
sub-084,15,2.2541590199987583e-10,4.397853973581591e-11,1.033935624664514e-11,1.7454155116116302e-11,1.0486521414041191e-11
sub-084,16,2.1008534140784604e-10,4.651922995055786e-11,1.0237981233775315e-11,1.900292725815616e-11,1.1605371242233937e-11
sub-084,17,2.0641972439255088e-10,3.5511048858560626e-11,1.1192210127693256e-11,1.272179671530398e-11,3.817858384891908e-12
sub-084,18,2.047753965306121e-10,3.458494662647179e-11,1.1577206110244103e-11,1.2391400294161704e-11,4.391319941384595e-12
sub-084,9,2.0909675186041595e-10,2.7624331785862776e-11,8.342390233668134e-12,1.0808994425967796e-11,2.5880615343357226e-12
sub-084,2,1.9447278328583302e-10,2.7437003528983565e-11,7.980033650741866e-12,9.83799549216868e-12,2.242344087388353e-12
sub-084,14,2.041112888593661e-10,2.7191224647155768e-11,9.552047376108392e-12,1.1293378428942364e-11,2.9114005394225024e-12
sub-085,7,1.144681196501574e-09,1.0635546183466936e-10,2.8257304198747176e-11,4.351533051260898e-11,4.088402799759146e-11
sub-085,8,1.126048502781124e-09,1.0658680639468222e-10,2.6763112746581358e-11,3.913860978957434e-11,3.252639493551372e-11
sub-085,3,7.439095112593236e-10,7.343260335501768e-11,1.9623767087450603e-11,3.1257124561748284e-11,3.2433482471369614e-11
sub-085,4,7.462084494508876e-10,7.303518121995396e-11,1.9932732916309646e-11,2.7654525326541555e-11,2.686981015408641e-11
sub-085,0,7.371117339989017e-10,7.012751298289573e-11,1.8248138638377555e-11,1.818685117034733e-11,1.3678996616831502e-11
sub-085,1,7.061049779557278e-10,6.834058678354206e-11,1.7504935359593678e-11,1.8333275189909948e-11,1.3858242914871699e-11
sub-085,12,7.369848432311847e-10,6.993114520294275e-11,1.8517690103267068e-11,1.8132231755344527e-11,1.3016914791546072e-11
sub-085,13,7.720445833953735e-10,7.699269757262534e-11,2.014916144545318e-11,1.7754441168671925e-11,1.0306438387969576e-11
sub-085,10,7.874347884457171e-10,7.724864522184749e-11,2.1035789655028735e-11,2.1729706323973927e-11,1.4666604427650926e-11
sub-085,11,7.313754752388244e-10,7.166776167865868e-11,1.8686945230114725e-11,1.8298565183262355e-11,1.2951014507700139e-11
sub-085,5,1.1638686939948192e-08,1.8535845126184067e-09,9.94100431892285e-10,9.07465972894778e-10,1.5489097328764451e-09
sub-085,6,2.3977080591091844e-09,4.776666705833035e-10,2.034290978129967e-10,3.4934478750626194e-10,5.495847185577727e-10
sub-085,15,7.417563988929585e-10,7.576387673662895e-11,1.9648801227931512e-11,2.6965926362988216e-11,2.501637303035508e-11
sub-085,16,7.439006155710897e-10,7.704924806918354e-11,1.9754063021527552e-11,3.223797835815636e-11,3.0133861925092304e-11
sub-085,17,7.409852383248377e-10,7.428625543442763e-11,1.9690477245448123e-11,2.2877507221578863e-11,1.815386695024479e-11
sub-085,18,7.546181135442755e-10,7.840818028627072e-11,1.9854503688549197e-11,2.0899849147242983e-11,1.419937686434756e-11
sub-085,9,7.685740606556376e-10,7.229220571228686e-11,1.9679402139517608e-11,1.637837548761166e-11,9.322030524382468e-12
sub-085,2,7.32484041571674e-10,6.697367086827257e-11,1.7803627816297012e-11,1.5396563975061768e-11,8.242456359421301e-12
sub-085,14,7.34637672897018e-10,6.836812914083518e-11,1.8045333739730883e-11,1.5861917729892158e-11,1.0390619082195704e-11
sub-086,7,1.3472696086877201e-09,4.5802994387725566e-11,1.8406780894202053e-11,8.752416665199118e-11,8.284033796845408e-11
sub-086,8,9.031150667338631e-10,4.0110245008201525e-11,1.7042331216921648e-11,7.444355836920725e-11,6.888023609896565e-11
sub-086,3,1.3520615296406667e-09,3.593125274130878e-11,1.299266829282123e-11,5.552202579849089e-11,5.5761509388061795e-11
sub-086,4,2.000643923206197e-09,3.7199799146944376e-11,1.2396847827965548e-11,4.419825509468848e-11,4.3060235971321685e-11
sub-086,0,3.120407402014623e-10,3.035450669010925e-11,1.1737330035227056e-11,4.157780428101221e-11,3.776696682756703e-11
sub-086,1,3.1484680086201057e-10,3.0247248259938024e-11,1.1697851994607708e-11,4.009139528760397e-11,3.540966168407692e-11
sub-086,12,3.60966534585909e-10,3.4595208617168846e-11,1.8518380772796463e-11,3.051016403672768e-11,1.884472852993605e-11
sub-086,13,3.6981641049667745e-10,3.4220980186983405e-11,2.2093303424679485e-11,3.813747815197288e-11,2.9080730622976176e-11
sub-086,10,1.302791922343705e-09,5.712422804228419e-11,5.2501470036784355e-11,4.832320697886511e-11,3.191502991411014e-11
sub-086,11,1.3787124271040727e-09,5.796000436046229e-11,5.258637730152544e-11,5.382183026909179e-11,3.7558428533521344e-11
sub-086,5,6.982816057617949e-10,4.825613246143601e-11,3.4297330994338586e-11,3.006000058330852e-10,3.290320535692253e-10
sub-086,6,1.4086276228857632e-09,5.186930764114128e-11,3.495238996694372e-11,2.4069411967553853e-10,2.0916777438184674e-10
sub-086,15,4.882782076138624e-10,4.590635709336123e-11,3.2063309240937796e-11,2.2107849273152623e-10,2.2977325060647112e-10
sub-086,16,5.256394823817601e-10,4.48117839003842e-11,3.3994005988996374e-11,1.9915453633923423e-10,1.5602977626886648e-10
sub-086,17,8.971636741707661e-10,5.082975609703799e-11,4.413447244911735e-11,5.927531369386394e-11,4.737749754422162e-11
sub-086,18,1.204051563485373e-09,4.629921156763248e-11,3.9694482930994335e-11,6.496211190149659e-11,5.425110226966118e-11
sub-086,9,4.416739435455916e-10,3.2133415557388195e-11,1.1858023721529874e-11,3.406440702131625e-11,2.4194433705856758e-11
sub-086,2,5.677334905133528e-10,3.290706130974264e-11,1.0257992254787156e-11,2.489160560405167e-11,1.6030625587942635e-11
sub-086,14,7.639151774130886e-10,3.6341925743147587e-11,1.794529504698386e-11,3.3285854590702283e-11,2.159718582472977e-11
sub-087,7,1.027014422380963e-09,1.0638578292893055e-10,1.988575138848048e-11,1.460112269067253e-11,3.3694673892610448e-12
sub-087,8,9.29452356712881e-10,9.171791396675058e-11,1.7049302062139788e-11,1.3783716175753184e-11,3.654778599385744e-12
sub-087,3,2.9110856863472726e-10,3.1330162918340485e-11,9.281296394263116e-12,1.0523292081421475e-11,2.0395554192040747e-12
sub-087,4,2.795083811045218e-10,2.938695432463471e-11,8.952718492550687e-12,1.0947320540950104e-11,2.089144924022896e-12
sub-087,0,2.5680520673846637e-10,2.5142264863244338e-11,7.563323663669971e-12,9.338982813628632e-12,1.6370355958144499e-12
sub-087,1,2.579163512361006e-10,2.498007184359151e-11,7.450406968342014e-12,9.189571084537118e-12,1.6082838560954538e-12
sub-087,12,2.6598090572696276e-10,2.7441348969541896e-11,9.120112048568272e-12,1.0285092393787652e-11,1.8772232923958133e-12
sub-087,13,2.669392060889938e-10,2.7636349507576e-11,1.2898201618283782e-11,1.105340478556468e-11,1.829385423878065e-12
sub-087,10,2.742586668055016e-10,3.0673684073015307e-11,1.2985207853313087e-11,1.251142739456572e-11,2.1017585376660328e-12
sub-087,11,2.7979724912778717e-10,3.1067341903326813e-11,2.1059211081192824e-11,1.4471328566342862e-11,2.249361573099029e-12
sub-087,5,3.9644965091650237e-10,3.954373716715006e-11,1.1261404109424592e-11,1.2280337356776872e-11,3.3885531307580975e-12
sub-087,6,3.30715300433214e-10,3.4714032454629964e-11,1.1786282922398684e-11,1.4523868914452376e-11,3.4856068654075705e-12
sub-087,15,2.918918034161417e-10,3.172823473332373e-11,1.1175513412208971e-11,1.3269725157744866e-11,4.323320105890629e-12
sub-087,16,2.8680874492633606e-10,3.1250112782164916e-11,1.2490082724401422e-11,1.4682066627091644e-11,5.182558973637192e-12
sub-087,17,2.8217613289923985e-10,3.417005324735054e-11,1.860399715900048e-11,1.7003606922884663e-11,4.6375596636314765e-12
sub-087,18,2.8471009526443873e-10,3.642246483135663e-11,4.843180588485185e-11,2.150991881473552e-11,3.693071923859698e-12
sub-087,9,2.909736525172484e-10,3.267349046356085e-11,9.589521678683387e-12,1.0538000103629836e-11,1.785615277101176e-12
sub-087,2,2.601963976170896e-10,2.578867477944507e-11,7.687090365298047e-12,1.0202918110490024e-11,1.7295616219271612e-12
sub-087,14,2.6188703884170427e-10,2.604671657243088e-11,8.081168581027563e-12,9.423713054136316e-12,1.68653157197026e-12
sub-088,7,3.6300390149029356e-10,5.2052131997954816e-11,2.2824606711845267e-11,2.26095612002037e-11,6.073360825458118e-12
sub-088,8,3.7350537619003544e-10,5.346783015490062e-11,2.345038118352821e-11,3.0780929594137186e-11,1.7616880451433184e-11
sub-088,3,2.5041266801843587e-10,3.567112420226413e-11,1.818491767032192e-11,1.7132011674154368e-11,2.9538105604567975e-12
sub-088,4,2.4340255940867007e-10,3.246483103878513e-11,1.5785274887171906e-11,1.829952626805104e-11,3.931450388842141e-12
sub-088,0,2.3924161995298566e-10,2.6804095260532453e-11,1.174827199753194e-11,1.2213423117169874e-11,2.114844250744209e-12
sub-088,1,2.3744768696064327e-10,2.710751589562973e-11,1.1685349259484585e-11,1.2712291151103284e-11,2.079445233418839e-12
sub-088,12,2.4479592765987165e-10,2.951077666599926e-11,1.8859771822164777e-11,1.4665914131308556e-11,2.0293891573561733e-12
sub-088,13,2.438613940360138e-10,3.2302265540287677e-11,2.5451112282446887e-11,1.661209895251313e-11,2.4141452838400698e-12
sub-088,10,2.4933127541242946e-10,3.9282577507567136e-11,4.917689044015944e-11,2.1828671084886876e-11,2.8583175456939628e-12
sub-088,11,2.53421648910521e-10,3.9292434432204045e-11,4.648707801282312e-11,2.1988332896117816e-11,2.9155556871122624e-12
sub-088,5,2.7148259656696076e-10,4.05915672904028e-11,1.8851726101270355e-11,1.890177108451135e-11,4.425522601557199e-12
sub-088,6,2.632578889189271e-10,3.912477043086556e-11,1.968098955897661e-11,2.144911629037152e-11,6.388645737339476e-12
sub-088,15,2.4804691748369043e-10,3.2265046268169155e-11,1.5139015339585257e-11,2.8986285534405608e-11,1.8254995133323468e-11
